"BeneficialUse","R3172ParameterName","CriterionLabel","IR_MLID","R317Descrp","IR_Lat","IR_Long","ASSESS_ID","AU_NAME","BEN_CLASS","AsmntAggFun","SSC_StartMon","SSC_EndMon","SSC_MLID","SampleCount","ExcCount","IR_Cat"
"3B","Cadmium","Acute","UTAHDWQ_WQX-5952560","Lake Powell (Utah portion)","37.139718777","-110.954038262","UT-L-14070006-001_00","Lake Powell","1C,2A,3B,4","NA","NA","NA","NA",2,0,"idNE"
"3B","Cadmium","Acute","UTAHDWQ_WQX-5952590","Lake Powell (Utah portion)","37.168325059","-110.817919862","UT-L-14070006-001_00","Lake Powell","1C,2A,3B,4","NA","NA","NA","NA",2,0,"idNE"
"3B","Cadmium","Acute","UTAHDWQ_WQX-5952740","All tributaries to Lake Powell, except as listed below","37.431933422","-110.985351007","UT14070005-011_00","Escalante River Lower","2B,3B,4","NA","NA","NA","NA",1,0,"idNE"
"3B","Cadmium","Acute","UTAHDWQ_WQX-5952770","Lake Powell (Utah portion)","37.471936339","-110.726531144","UT-L-14070006-001_00","Lake Powell","1C,2A,3B,4","NA","NA","NA","NA",2,0,"idNE"
"3B","Cadmium","Acute","UTAHDWQ_WQX-5952910","Lake Powell (Utah portion)","37.721651856","-110.471249104","UT-L-14070006-001_00","Lake Powell","1C,2A,3B,4","NA","NA","NA","NA",3,0,"idNE"
"3B","Cadmium","Acute","UTAHDWQ_WQX-5952920","Lake Powell (Utah portion)","37.85415504","-110.40180504","UT-L-14070006-001_00","Lake Powell","1C,2A,3B,4","NA","NA","NA","NA",1,0,"idNE"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-4930010","Green River and tributaries, from confluence with Colorado River to state line except as listed below:","38.190264829","-109.889841891","UT14060008-002_00","Green River-5","1C,2B,3B,4","NA","NA","NA","NA",1,0,"idNE"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-4933870","White River and tributaries, from confluence with Green River to state line, except as listed below","39.9524695","-109.158167847","UT14050007-003_00","Evacuation Creek","2B,3B,4","NA","NA","NA","NA",1,0,"idNE"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-4937120","Green River and tributaries, from confluence with Colorado River to state line except as listed below:","40.203294786","-109.702918977","UT14060001-001_00","Green River-2 Tributaries","1C,2B,3B,4","NA","NA","NA","NA",2,0,"idNE"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-4937200","Stewart Lake Waterfowl Management Area, Uintah County","40.352738009","-109.360412593","UT-L-14060010-009_00","Stewart Lake","2B,3B,3D","NA","NA","NA","NA",1,0,"idNE"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-4937201","Stewart Lake Waterfowl Management Area, Uintah County","40.353575721","-109.355964785","UT-L-14060010-009_00","Stewart Lake","2B,3B,3D","NA","NA","NA","NA",2,0,"idNE"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-4950800","Virgin River and tributaries from state line to Quail Creek diversion except as listed below","37.407202918","-113.175776166","UT15010008-010_00","La Verkin Creek","2B,3B,4","NA","NA","NA","NA",1,0,"idNE"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-4952370","Colorado River and tributaries, from Lake Powell to state line except as listed below","37.89776768","-110.205138958","UT14070001-003_00","Colorado River-2","1C,2A,3B,4","NA","NA","NA","NA",1,0,"idNE"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-4952380","Colorado River and tributaries, from Lake Powell to state line except as listed below","38.070817047","-110.047071385","UT14070001-003_00","Colorado River-2","1C,2A,3B,4","NA","NA","NA","NA",1,0,"idNE"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-4990130","Kays Creek and tributaries, from Farmington Bay to U.S. National Forest boundary","41.044389755","-111.9849408","UT16020102-031_00","Kays Creek","2B,3B,4","NA","NA","NA","NA",1,0,"idNE"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-4990135","Kays Creek and tributaries, from Farmington Bay to U.S. National Forest boundary","41.088696852","-111.909712473","UT16020102-031_00","Kays Creek","2B,3B,4","NA","NA","NA","NA",1,0,"idNE"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-4990190","Holmes Creek and tributaries, from Farmington Bay to U.S. National Forest boundary","41.02286","-111.966802","UT16020102-035_00","Holmes Creek-1","2B,3B,4","NA","NA","NA","NA",3,0,"idNE"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-4990220","Holmes Creek and tributaries, from Farmington Bay to U.S. National Forest boundary","41.0643927718","-111.9085681241","UT16020102-035_00","Holmes Creek-1","2B,3B,4","NA","NA","NA","NA",1,0,"idNE"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-4990350","Farmington Creek and tributaries, from Farmington Bay Waterfowl Management Area to U.S. National Forest boundary","40.981615205","-111.89632876","UT16020102-039_00","Farmington Creek-1","2B,3B,4","NA","NA","NA","NA",1,0,"idNE"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-4990680","Mill Creek (Davis County) and tributaries, from confluence with State Canal to U.S. National Forest boundary","40.88982","-111.91264","UT16020102-050_00","Mill Creek1-Davis","2B,3B,4","NA","NA","NA","NA",2,0,"idNE"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-4990700","Mill Creek (Davis County) and tributaries, from confluence with State Canal to U.S. National Forest boundary","40.867998239","-111.845774158","UT16020102-050_00","Mill Creek1-Davis","2B,3B,4","NA","NA","NA","NA",1,0,"idNE"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-4990890","Jordan River, from Farmington Bay to North Temple Street, Salt Lake City","40.870778896","-111.964384877","UT16020204-001_00","Jordan River-1","2B,3B,3D,4","NA","NA","NA","NA",5,0,"FS"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-4990987","Jordan River, from Farmington Bay to North Temple Street, Salt Lake City","40.849269667","-111.95433328","UT16020204-001_00","Jordan River-1","2B,3B,3D,4","NA","NA","NA","NA",2,0,"idNE"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-4991820","Jordan River, from Farmington Bay to North Temple Street, Salt Lake City","40.841614999","-111.950771686","UT16020204-001_00","Jordan River-1","2B,3B,3D,4","NA","NA","NA","NA",3,0,"idNE"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-5919980","Spanish Fork River and tributaries, from Utah Lake to diversion at Moark Junction","40.08247","-111.59595","UT16020202-001_00","Spanish Fork River-1","2B,3B,3D,4","NA","NA","NA","NA",1,0,"idNE"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-5952560","Lake Powell (Utah portion)","37.139718777","-110.954038262","UT-L-14070006-001_00","Lake Powell","1C,2A,3B,4","NA","NA","NA","NA",2,0,"idNE"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-5952590","Lake Powell (Utah portion)","37.168325059","-110.817919862","UT-L-14070006-001_00","Lake Powell","1C,2A,3B,4","NA","NA","NA","NA",2,0,"idNE"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-5952740","All tributaries to Lake Powell, except as listed below","37.431933422","-110.985351007","UT14070005-011_00","Escalante River Lower","2B,3B,4","NA","NA","NA","NA",1,0,"idNE"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-5952770","Lake Powell (Utah portion)","37.471936339","-110.726531144","UT-L-14070006-001_00","Lake Powell","1C,2A,3B,4","NA","NA","NA","NA",2,0,"idNE"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-5952910","Lake Powell (Utah portion)","37.721651856","-110.471249104","UT-L-14070006-001_00","Lake Powell","1C,2A,3B,4","NA","NA","NA","NA",3,0,"idNE"
"3B","Cadmium","Chronic","UTAHDWQ_WQX-5952920","Lake Powell (Utah portion)","37.85415504","-110.40180504","UT-L-14070006-001_00","Lake Powell","1C,2A,3B,4","NA","NA","NA","NA",1,0,"idNE"
"3C","Aluminum","Acute","UTAHDWQ_WQX-4930270","San Rafael River and tributaries, from confluence with Green River to confluence with Ferron Creek","38.758868113","-110.140686185","UT14060009-014_00","San Rafael Lower","2B,3C,4","NA","NA","NA","NA",5,0,"FS"
"3C","Aluminum","Acute","UTAHDWQ_WQX-4930415","San Rafael River and tributaries, from confluence with Green River to confluence with Ferron Creek","39.118450434","-110.857161382","UT14060009-013_00","San Rafael Upper","2B,3C,4","NA","NA","NA","NA",5,0,"FS"
"3C","Aluminum","Acute","UTAHDWQ_WQX-4930500","Huntington Creek and tributaries, from confluence with Cottonwood Creek to Highway U-10 crossing","39.305525648","-110.920445964","UT14060009-010_00","Huntington Creek-1","2B,3C,4","NA","NA","NA","NA",6,0,"FS"
"3C","Aluminum","Acute","UTAHDWQ_WQX-4930518","Huntington Creek and tributaries, from confluence with Cottonwood Creek to Highway U-10 crossing","39.344798621","-110.926029872","UT14060009-010_00","Huntington Creek-1","2B,3C,4","NA","NA","NA","NA",3,0,"idNE"
"3C","Aluminum","Acute","UTAHDWQ_WQX-4930520","Huntington Creek and tributaries, from confluence with Cottonwood Creek to Highway U-10 crossing","39.316160592","-110.923600787","UT14060009-010_00","Huntington Creek-1","2B,3C,4","NA","NA","NA","NA",5,0,"FS"
"3C","Aluminum","Acute","UTAHDWQ_WQX-4951421","Virgin River and tributaries, from the Quail Creek diversion to headwaters, except as listed below","37.173373478","-112.80088169","UT15010008-018_00","East Fork Virgin-1","1C,2B,3C,4","NA","NA","NA","NA",5,0,"FS"
"3C","Aluminum","Acute","UTAHDWQ_WQX-4951550","Virgin River and tributaries, from the Quail Creek diversion to headwaters, except as listed below","37.222484287","-112.680767259","UT15010008-018_00","East Fork Virgin-1","1C,2B,3C,4","NA","NA","NA","NA",10,0,"FS"
"3C","Aluminum","Acute","UTAHDWQ_WQX-4951780","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon","37.147732161","-112.537206532","UT15010003-002_00","Kanab Creek-1","2B,3C,4","NA","NA","NA","NA",9,0,"FS"
"3C","Aluminum","Acute","UTAHDWQ_WQX-4951820","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon","37.080819386","-112.533536721","UT15010003-002_00","Kanab Creek-1","2B,3C,4","NA","NA","NA","NA",8,0,"FS"
"3C","Aluminum","Acute","UTAHDWQ_WQX-4951830","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon","37.291098272","-112.492704861","UT15010003-003_00","Kanab Creek-2","2B,3C,4","NA","NA","NA","NA",10,0,"FS"
"3C","Aluminum","Acute","UTAHDWQ_WQX-4951855","Paria River and tributaries, from state line to headwaters","37.571367961","-112.201029741","UT14070007-002_00","Paria River-2","2B,3C,4","NA","NA","NA","NA",6,0,"FS"
"3C","Aluminum","Acute","UTAHDWQ_WQX-4955305","Muddy Creek and tributaries, from confluence with Fremont River to Highway U-10 crossing, except as listed below","38.565064646","-110.957437712","UT14070002-009_00","Muddy Creek Lower","2B,3C,4","NA","NA","NA","NA",6,0,"FS"
"3C","Aluminum","Acute","UTAHDWQ_WQX-4955315","Muddy Creek and tributaries, from confluence with Fremont River to Highway U-10 crossing, except as listed below","38.677910915","-110.999195245","UT14070002-009_00","Muddy Creek Lower","2B,3C,4","NA","NA","NA","NA",5,0,"FS"
"3C","Aluminum","Acute","UTAHDWQ_WQX-4955325","Muddy Creek and tributaries, from confluence with Fremont River to Highway U-10 crossing, except as listed below","38.764660719","-111.127707991","UT14070002-009_00","Muddy Creek Lower","2B,3C,4","NA","NA","NA","NA",5,0,"FS"
"3C","Aluminum","Acute","UTAHDWQ_WQX-4956030","Kane Canyon Creek and tributaries, from confluence with Colorado River to headwaters","38.393039399","-109.446784242","UT14030005-001_00","Kane Spring Wash","2B,3C,4","NA","NA","NA","NA",2,0,"idNE"
"3C","Aluminum","Acute","UTAHDWQ_WQX-4992505","Mill Creek (Salt Lake County) from confluence with Jordan River to Interstate Highway 15","40.707811861","-111.911848437","UT16020204-026_00","Mill Creek1-SLCity","2B,3C,4","NA","NA","NA","NA",10,0,"FS"
"3C","Aluminum","Acute","UTAHDWQ_WQX-5994410","Johnson Wash and tributaries, from state line to confluence with Skutumpah Canyon","37.08595628","-112.368615533","UT15010003-004_00","Johnson Wash-1","2B,3C,4","NA","NA","NA","NA",10,0,"FS"
"3C","Aluminum","Acute","UTAHDWQ_WQX-5994540","Paria River and tributaries, from state line to headwaters","37.258314763","-111.91156285","UT14070007-004_00","Cottonwood Creek","2B,3C,4","NA","NA","NA","NA",1,0,"idNE"
"3C","Aluminum","Acute","UTAHDWQ_WQX-5994550","Paria River and tributaries, from state line to headwaters","37.250478914","-111.954259602","UT14070007-002_00","Paria River-2","2B,3C,4","NA","NA","NA","NA",3,0,"idNE"
"3C","Aluminum","Acute","UTAHDWQ_WQX-5994650","Paria River and tributaries, from state line to headwaters","37.324147494","-112.216586385","UT14070007-003_00","Buckskin Gulch","2B,3C,4","NA","NA","NA","NA",3,0,"idNE"
"3C","Aluminum","Chronic","UTAHDWQ_WQX-4930270","San Rafael River and tributaries, from confluence with Green River to confluence with Ferron Creek","38.758868113","-110.140686185","UT14060009-014_00","San Rafael Lower","2B,3C,4","NA","NA","NA","NA",5,0,"FS"
"3C","Aluminum","Chronic","UTAHDWQ_WQX-4930415","San Rafael River and tributaries, from confluence with Green River to confluence with Ferron Creek","39.118450434","-110.857161382","UT14060009-013_00","San Rafael Upper","2B,3C,4","NA","NA","NA","NA",5,0,"FS"
"3C","Aluminum","Chronic","UTAHDWQ_WQX-4930500","Huntington Creek and tributaries, from confluence with Cottonwood Creek to Highway U-10 crossing","39.305525648","-110.920445964","UT14060009-010_00","Huntington Creek-1","2B,3C,4","NA","NA","NA","NA",6,0,"FS"
"3C","Aluminum","Chronic","UTAHDWQ_WQX-4930518","Huntington Creek and tributaries, from confluence with Cottonwood Creek to Highway U-10 crossing","39.344798621","-110.926029872","UT14060009-010_00","Huntington Creek-1","2B,3C,4","NA","NA","NA","NA",3,0,"idNE"
"3C","Aluminum","Chronic","UTAHDWQ_WQX-4930520","Huntington Creek and tributaries, from confluence with Cottonwood Creek to Highway U-10 crossing","39.316160592","-110.923600787","UT14060009-010_00","Huntington Creek-1","2B,3C,4","NA","NA","NA","NA",5,0,"FS"
"3C","Aluminum","Chronic","UTAHDWQ_WQX-4951421","Virgin River and tributaries, from the Quail Creek diversion to headwaters, except as listed below","37.173373478","-112.80088169","UT15010008-018_00","East Fork Virgin-1","1C,2B,3C,4","NA","NA","NA","NA",5,0,"FS"
"3C","Aluminum","Chronic","UTAHDWQ_WQX-4951550","Virgin River and tributaries, from the Quail Creek diversion to headwaters, except as listed below","37.222484287","-112.680767259","UT15010008-018_00","East Fork Virgin-1","1C,2B,3C,4","NA","NA","NA","NA",10,0,"FS"
"3C","Aluminum","Chronic","UTAHDWQ_WQX-4951780","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon","37.147732161","-112.537206532","UT15010003-002_00","Kanab Creek-1","2B,3C,4","NA","NA","NA","NA",9,0,"FS"
"3C","Aluminum","Chronic","UTAHDWQ_WQX-4951820","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon","37.080819386","-112.533536721","UT15010003-002_00","Kanab Creek-1","2B,3C,4","NA","NA","NA","NA",8,0,"FS"
"3C","Aluminum","Chronic","UTAHDWQ_WQX-4951830","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon","37.291098272","-112.492704861","UT15010003-003_00","Kanab Creek-2","2B,3C,4","NA","NA","NA","NA",10,0,"FS"
"3C","Aluminum","Chronic","UTAHDWQ_WQX-4951855","Paria River and tributaries, from state line to headwaters","37.571367961","-112.201029741","UT14070007-002_00","Paria River-2","2B,3C,4","NA","NA","NA","NA",6,0,"FS"
"3C","Aluminum","Chronic","UTAHDWQ_WQX-4955305","Muddy Creek and tributaries, from confluence with Fremont River to Highway U-10 crossing, except as listed below","38.565064646","-110.957437712","UT14070002-009_00","Muddy Creek Lower","2B,3C,4","NA","NA","NA","NA",6,0,"FS"
"3C","Aluminum","Chronic","UTAHDWQ_WQX-4955315","Muddy Creek and tributaries, from confluence with Fremont River to Highway U-10 crossing, except as listed below","38.677910915","-110.999195245","UT14070002-009_00","Muddy Creek Lower","2B,3C,4","NA","NA","NA","NA",5,0,"FS"
"3C","Aluminum","Chronic","UTAHDWQ_WQX-4955325","Muddy Creek and tributaries, from confluence with Fremont River to Highway U-10 crossing, except as listed below","38.764660719","-111.127707991","UT14070002-009_00","Muddy Creek Lower","2B,3C,4","NA","NA","NA","NA",5,0,"FS"
"3C","Aluminum","Chronic","UTAHDWQ_WQX-4956030","Kane Canyon Creek and tributaries, from confluence with Colorado River to headwaters","38.393039399","-109.446784242","UT14030005-001_00","Kane Spring Wash","2B,3C,4","NA","NA","NA","NA",2,0,"idNE"
"3C","Aluminum","Chronic","UTAHDWQ_WQX-4992505","Mill Creek (Salt Lake County) from confluence with Jordan River to Interstate Highway 15","40.707811861","-111.911848437","UT16020204-026_00","Mill Creek1-SLCity","2B,3C,4","NA","NA","NA","NA",10,0,"FS"
"3C","Aluminum","Chronic","UTAHDWQ_WQX-5994410","Johnson Wash and tributaries, from state line to confluence with Skutumpah Canyon","37.08595628","-112.368615533","UT15010003-004_00","Johnson Wash-1","2B,3C,4","NA","NA","NA","NA",10,0,"FS"
"3C","Aluminum","Chronic","UTAHDWQ_WQX-5994540","Paria River and tributaries, from state line to headwaters","37.258314763","-111.91156285","UT14070007-004_00","Cottonwood Creek","2B,3C,4","NA","NA","NA","NA",1,0,"idNE"
"3C","Aluminum","Chronic","UTAHDWQ_WQX-5994550","Paria River and tributaries, from state line to headwaters","37.250478914","-111.954259602","UT14070007-002_00","Paria River-2","2B,3C,4","NA","NA","NA","NA",3,0,"idNE"
"3C","Aluminum","Chronic","UTAHDWQ_WQX-5994650","Paria River and tributaries, from state line to headwaters","37.324147494","-112.216586385","UT14070007-003_00","Buckskin Gulch","2B,3C,4","NA","NA","NA","NA",3,0,"idNE"
"3C","Arsenic","Acute","UTAHDWQ_WQX-4930270","San Rafael River and tributaries, from confluence with Green River to confluence with Ferron Creek","38.758868113","-110.140686185","UT14060009-014_00","San Rafael Lower","2B,3C,4","NA","NA","NA","NA",5,0,"FS"
"3C","Arsenic","Acute","UTAHDWQ_WQX-4930415","San Rafael River and tributaries, from confluence with Green River to confluence with Ferron Creek","39.118450434","-110.857161382","UT14060009-013_00","San Rafael Upper","2B,3C,4","NA","NA","NA","NA",5,0,"FS"
"3C","Arsenic","Acute","UTAHDWQ_WQX-4930500","Huntington Creek and tributaries, from confluence with Cottonwood Creek to Highway U-10 crossing","39.305525648","-110.920445964","UT14060009-010_00","Huntington Creek-1","2B,3C,4","NA","NA","NA","NA",6,0,"FS"
"3C","Arsenic","Acute","UTAHDWQ_WQX-4930518","Huntington Creek and tributaries, from confluence with Cottonwood Creek to Highway U-10 crossing","39.344798621","-110.926029872","UT14060009-010_00","Huntington Creek-1","2B,3C,4","NA","NA","NA","NA",3,0,"idNE"
"3C","Arsenic","Acute","UTAHDWQ_WQX-4930520","Huntington Creek and tributaries, from confluence with Cottonwood Creek to Highway U-10 crossing","39.316160592","-110.923600787","UT14060009-010_00","Huntington Creek-1","2B,3C,4","NA","NA","NA","NA",5,0,"FS"
"3C","Arsenic","Acute","UTAHDWQ_WQX-4951421","Virgin River and tributaries, from the Quail Creek diversion to headwaters, except as listed below","37.173373478","-112.80088169","UT15010008-018_00","East Fork Virgin-1","1C,2B,3C,4","NA","NA","NA","NA",5,0,"FS"
"3C","Arsenic","Acute","UTAHDWQ_WQX-4951550","Virgin River and tributaries, from the Quail Creek diversion to headwaters, except as listed below","37.222484287","-112.680767259","UT15010008-018_00","East Fork Virgin-1","1C,2B,3C,4","NA","NA","NA","NA",10,0,"FS"
"3C","Arsenic","Acute","UTAHDWQ_WQX-4951780","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon","37.147732161","-112.537206532","UT15010003-002_00","Kanab Creek-1","2B,3C,4","NA","NA","NA","NA",9,0,"FS"
"3C","Arsenic","Acute","UTAHDWQ_WQX-4951820","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon","37.080819386","-112.533536721","UT15010003-002_00","Kanab Creek-1","2B,3C,4","NA","NA","NA","NA",8,0,"FS"
"3C","Arsenic","Acute","UTAHDWQ_WQX-4951830","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon","37.291098272","-112.492704861","UT15010003-003_00","Kanab Creek-2","2B,3C,4","NA","NA","NA","NA",10,0,"FS"
"3C","Arsenic","Acute","UTAHDWQ_WQX-4951855","Paria River and tributaries, from state line to headwaters","37.571367961","-112.201029741","UT14070007-002_00","Paria River-2","2B,3C,4","NA","NA","NA","NA",6,0,"FS"
"3C","Arsenic","Acute","UTAHDWQ_WQX-4955305","Muddy Creek and tributaries, from confluence with Fremont River to Highway U-10 crossing, except as listed below","38.565064646","-110.957437712","UT14070002-009_00","Muddy Creek Lower","2B,3C,4","NA","NA","NA","NA",6,0,"FS"
"3C","Arsenic","Acute","UTAHDWQ_WQX-4955315","Muddy Creek and tributaries, from confluence with Fremont River to Highway U-10 crossing, except as listed below","38.677910915","-110.999195245","UT14070002-009_00","Muddy Creek Lower","2B,3C,4","NA","NA","NA","NA",5,0,"FS"
"3C","Arsenic","Acute","UTAHDWQ_WQX-4955325","Muddy Creek and tributaries, from confluence with Fremont River to Highway U-10 crossing, except as listed below","38.764660719","-111.127707991","UT14070002-009_00","Muddy Creek Lower","2B,3C,4","NA","NA","NA","NA",5,0,"FS"
"3C","Arsenic","Acute","UTAHDWQ_WQX-4956030","Kane Canyon Creek and tributaries, from confluence with Colorado River to headwaters","38.393039399","-109.446784242","UT14030005-001_00","Kane Spring Wash","2B,3C,4","NA","NA","NA","NA",2,0,"idNE"
"3C","Arsenic","Acute","UTAHDWQ_WQX-4992505","Mill Creek (Salt Lake County) from confluence with Jordan River to Interstate Highway 15","40.707811861","-111.911848437","UT16020204-026_00","Mill Creek1-SLCity","2B,3C,4","NA","NA","NA","NA",10,0,"FS"
"3C","Arsenic","Acute","UTAHDWQ_WQX-5994410","Johnson Wash and tributaries, from state line to confluence with Skutumpah Canyon","37.08595628","-112.368615533","UT15010003-004_00","Johnson Wash-1","2B,3C,4","NA","NA","NA","NA",10,0,"FS"
"3C","Arsenic","Acute","UTAHDWQ_WQX-5994540","Paria River and tributaries, from state line to headwaters","37.258314763","-111.91156285","UT14070007-004_00","Cottonwood Creek","2B,3C,4","NA","NA","NA","NA",1,0,"idNE"
"3C","Arsenic","Acute","UTAHDWQ_WQX-5994550","Paria River and tributaries, from state line to headwaters","37.250478914","-111.954259602","UT14070007-002_00","Paria River-2","2B,3C,4","NA","NA","NA","NA",3,0,"idNE"
"3C","Arsenic","Acute","UTAHDWQ_WQX-5994650","Paria River and tributaries, from state line to headwaters","37.324147494","-112.216586385","UT14070007-003_00","Buckskin Gulch","2B,3C,4","NA","NA","NA","NA",3,0,"idNE"
"3C","Arsenic","Chronic","UTAHDWQ_WQX-4930270","San Rafael River and tributaries, from confluence with Green River to confluence with Ferron Creek","38.758868113","-110.140686185","UT14060009-014_00","San Rafael Lower","2B,3C,4","NA","NA","NA","NA",5,0,"FS"
"3C","Arsenic","Chronic","UTAHDWQ_WQX-4930415","San Rafael River and tributaries, from confluence with Green River to confluence with Ferron Creek","39.118450434","-110.857161382","UT14060009-013_00","San Rafael Upper","2B,3C,4","NA","NA","NA","NA",5,0,"FS"
"3C","Arsenic","Chronic","UTAHDWQ_WQX-4930500","Huntington Creek and tributaries, from confluence with Cottonwood Creek to Highway U-10 crossing","39.305525648","-110.920445964","UT14060009-010_00","Huntington Creek-1","2B,3C,4","NA","NA","NA","NA",6,0,"FS"
"3C","Arsenic","Chronic","UTAHDWQ_WQX-4930518","Huntington Creek and tributaries, from confluence with Cottonwood Creek to Highway U-10 crossing","39.344798621","-110.926029872","UT14060009-010_00","Huntington Creek-1","2B,3C,4","NA","NA","NA","NA",3,0,"idNE"
"3C","Arsenic","Chronic","UTAHDWQ_WQX-4930520","Huntington Creek and tributaries, from confluence with Cottonwood Creek to Highway U-10 crossing","39.316160592","-110.923600787","UT14060009-010_00","Huntington Creek-1","2B,3C,4","NA","NA","NA","NA",5,0,"FS"
"3C","Arsenic","Chronic","UTAHDWQ_WQX-4951421","Virgin River and tributaries, from the Quail Creek diversion to headwaters, except as listed below","37.173373478","-112.80088169","UT15010008-018_00","East Fork Virgin-1","1C,2B,3C,4","NA","NA","NA","NA",5,0,"FS"
"3C","Arsenic","Chronic","UTAHDWQ_WQX-4951550","Virgin River and tributaries, from the Quail Creek diversion to headwaters, except as listed below","37.222484287","-112.680767259","UT15010008-018_00","East Fork Virgin-1","1C,2B,3C,4","NA","NA","NA","NA",10,0,"FS"
"3C","Arsenic","Chronic","UTAHDWQ_WQX-4951780","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon","37.147732161","-112.537206532","UT15010003-002_00","Kanab Creek-1","2B,3C,4","NA","NA","NA","NA",9,0,"FS"
"3C","Arsenic","Chronic","UTAHDWQ_WQX-4951820","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon","37.080819386","-112.533536721","UT15010003-002_00","Kanab Creek-1","2B,3C,4","NA","NA","NA","NA",8,0,"FS"
"3C","Arsenic","Chronic","UTAHDWQ_WQX-4951830","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon","37.291098272","-112.492704861","UT15010003-003_00","Kanab Creek-2","2B,3C,4","NA","NA","NA","NA",10,0,"FS"
"3C","Arsenic","Chronic","UTAHDWQ_WQX-4951855","Paria River and tributaries, from state line to headwaters","37.571367961","-112.201029741","UT14070007-002_00","Paria River-2","2B,3C,4","NA","NA","NA","NA",6,0,"FS"
"3C","Arsenic","Chronic","UTAHDWQ_WQX-4955305","Muddy Creek and tributaries, from confluence with Fremont River to Highway U-10 crossing, except as listed below","38.565064646","-110.957437712","UT14070002-009_00","Muddy Creek Lower","2B,3C,4","NA","NA","NA","NA",6,0,"FS"
"3C","Arsenic","Chronic","UTAHDWQ_WQX-4955315","Muddy Creek and tributaries, from confluence with Fremont River to Highway U-10 crossing, except as listed below","38.677910915","-110.999195245","UT14070002-009_00","Muddy Creek Lower","2B,3C,4","NA","NA","NA","NA",5,0,"FS"
"3C","Arsenic","Chronic","UTAHDWQ_WQX-4955325","Muddy Creek and tributaries, from confluence with Fremont River to Highway U-10 crossing, except as listed below","38.764660719","-111.127707991","UT14070002-009_00","Muddy Creek Lower","2B,3C,4","NA","NA","NA","NA",5,0,"FS"
"3C","Arsenic","Chronic","UTAHDWQ_WQX-4956030","Kane Canyon Creek and tributaries, from confluence with Colorado River to headwaters","38.393039399","-109.446784242","UT14030005-001_00","Kane Spring Wash","2B,3C,4","NA","NA","NA","NA",2,0,"idNE"
"3C","Arsenic","Chronic","UTAHDWQ_WQX-4992505","Mill Creek (Salt Lake County) from confluence with Jordan River to Interstate Highway 15","40.707811861","-111.911848437","UT16020204-026_00","Mill Creek1-SLCity","2B,3C,4","NA","NA","NA","NA",10,0,"FS"
"3C","Arsenic","Chronic","UTAHDWQ_WQX-5994410","Johnson Wash and tributaries, from state line to confluence with Skutumpah Canyon","37.08595628","-112.368615533","UT15010003-004_00","Johnson Wash-1","2B,3C,4","NA","NA","NA","NA",10,0,"FS"
"3C","Arsenic","Chronic","UTAHDWQ_WQX-5994540","Paria River and tributaries, from state line to headwaters","37.258314763","-111.91156285","UT14070007-004_00","Cottonwood Creek","2B,3C,4","NA","NA","NA","NA",1,0,"idNE"
"3C","Arsenic","Chronic","UTAHDWQ_WQX-5994550","Paria River and tributaries, from state line to headwaters","37.250478914","-111.954259602","UT14070007-002_00","Paria River-2","2B,3C,4","NA","NA","NA","NA",3,0,"idNE"
